	[]
33236167	['sarcoma', 'merkel cell carcinoma', 'squamous cell carcinoma', 'clear cell renal cell carcinoma', 'skin cancer', 'basal cell carcinoma', 'carcinosarcoma', 'nasopharyngeal carcinoma', 'diffuse large b-cell lymphoma', 'epithelioma', 'b-cell lymphoma', 'lymphoma', 'renal cell carcinoma', 'melanoma', 'chronic myeloid leukaemia', ' rcc ', 'spitzoid melanoma', 'angiosarcoma']
33311612	['myelofibrosis', 'myelodysplastic', 'squamous cell carcinoma', 'gastrointestinal', 'acute leukemia', 'carcinoma of the head and neck', 'myelodysplastic syndrome', 'myeloid leukemia', 'leukemia', 'acute myelogenous leukaemia', 'lymphoma', 'acute myeloid leukemia', ' aml ']
33236167	['urothelial bladder carcinoma', 'sarcoma', 'squamous cell carcinoma', 'bladder carcinoma', 'cholangiocarcinoma', 'melanoma', ' rcc ', 'b-cell chronic lymphocytic leukaemia', 'malignant neoplasm', 'adolescents', 'spitzoid melanoma', 'dermatofibrosarcoma protuberans', 'basal cell carcinoma', 'histiocytosis', 'intrahepatic cholangiocarcinoma', 'chronic lymphocytic leukaemia', 'epithelioma', 'hepatocellular carcinoma', 'skin cancer', 'lymphocytic leukaemia', 'breast adenocarcinoma', 'bladder urothelial carcinoma', 'meningioma']
32309679	['small cell lung cancer', 'lung cancer']
33236167	['sarcoma', 'squamous cell carcinoma', 'medullary carcinoma', 'melanoma', 'b-cell chronic lymphocytic leukaemia', 'malignant neoplasm', 'myelofibrosis', 'malignant melanoma', 'hematologic malignancy', 'pancreatic carcinoma', 'chronic lymphocytic leukaemia', 'pancreatic adenocarcinoma', 'lymphoma', 'papillary adenocarcinoma', 'primary myelofibrosis', 'sebaceous carcinoma', 'gastrointestinal', 'lymphocytic leukaemia', 'mesothelioma', 'clear cell sarcoma', 'b-cell lymphoma', 'gastrointestinal stromal tumour', 'gastric cancer']
33311612	['lymphoblastic leukemia', 'leukemia', 'acute leukemia', 'acute lymphoblastic leukemia']
32997932	['colorectal cancer', 'rectal cancer', 'colon cancer', 'gastrointestinal']
33236167	['squamous carcinoma', 'bladder carcinoma', 'gastrointestinal', 'bladder cancer', 'gallbladder cancer', 'neuroendocrine neoplasm', 'rectal cancer', 'lymphoma', 'colorectal cancer', 'melanoma', 'rectal adenocarcinoma']
33311612	['lymphoblastic leukemia', 'myelodysplastic', 'acute leukemia', 'acute lymphoblastic leukemia', 'chronic lymphocytic leukemia', 'myeloid leukemia', 'leukemia', 'lymphoma', 'acute myeloid leukemia', 'myeloma', ' aml ', ' cll ']
33236167	['sarcoma', 'squamous cell carcinoma', 'melanoma', 'kaposi sarcoma', 'gastroesophageal junction adenocarcinoma', 'oesophageal adenocarcinoma', 'colorectal cancer', 'rectal cancer', 'malignant melanoma', 'gastric cancer', 'gastric carcinoma']
33311612	['myeloproliferative neoplasms', 'myelofibrosis', 'myelodysplastic', 'acute leukemia', 'multiple myeloma', 'chronic lymphocytic leukemia', 'polycythemia vera', 'myeloid leukemia', 'essential thrombocythemia', 'leukemia', 'myeloproliferative neoplasm', 'lymphoma', 'chronic myeloid leukemia', 'myelodysplastic syndrome', 'myeloma', 'primary myelofibrosis', ' aml ', 'lymphoid leukemia']
33236167	['carcinoma of breast', 'breast carcinoma', 'malignant neoplasm', 'clear cell renal cell carcinoma', 'gastrointestinal', 'bladder carcinoma', 'invasive lobular carcinoma', 'colorectal cancer', 'rectal cancer', 'renal cell carcinoma', ' rcc ', 'gastric cancer']
33311612	['hematologic malignancy', 'acute leukemia', 'multiple myeloma', 'myelodysplastic', 'acute myeloid leukemia', 'myelodysplastic syndromes', 'chronic lymphocytic leukemia', 'acute myeloid leukaemia', 'myeloid leukemia', 'leukemia', 'lymphoma', 'chronic myeloid leukemia', 'myelodysplastic syndrome', 'myeloma', 'primary myelofibrosis', 'myelofibrosis']
33493799	['squamous cell carcinoma', 'cholangiocarcinoma', 'breast cancer', 'neuroblastoma', 'melanoma', 'breast tumor', 'ovarian cancer', 'glioma', 'prostate cancer', 'pancreatic tumor', ' gbm ', 'rectal cancer', 'intrahepatic cholangiocarcinoma', 'hepatocellular carcinoma', 'skin cancer', 'glioblastoma multiforme', 'colorectal cancer', 'pancreatic cancer', 'glioblastoma']
33236167	['carcinoma of breast', 'sarcoma', 'squamous carcinoma', 'squamous cell carcinoma', 'gastrointestinal', 'colorectal cancer', 'invasive lobular carcinoma', 'leiomyosarcoma', 'gastrointestinal stromal tumour', 'rectal cancer', 'epidermoid carcinoma', 'gastric cancer', 'gastric carcinoma']
33311612	['acute leukemia', 'myeloid leukemia', 'leukemia', 'lymphoma', 'acute myeloid leukemia', 'myeloma', ' aml ']
33236167	['squamous carcinoma', 'liposarcoma', 'sarcoma', 'jejunal adenocarcinoma', 'gastrointestinal', 'retinoblastoma', 'neuroendocrine neoplasm', 'colorectal cancer', 'soft tissue sarcoma', 'leiomyosarcoma', 'gastrointestinal stromal tumour', 'rectal cancer', 'epidermoid carcinoma', 'esophageal carcinoma', 'colon adenocarcinoma']
33311612	['lymphoblastic leukemia', 'acute lymphoblastic leukaemia', 'multiple myeloma', 'hodgkin lymphoma', 'acute lymphoblastic leukemia', 'acute myeloid leukaemia', 'lymphoblastic leukaemia', 'diffuse large b-cell lymphoma', 'leukemia', 'b-cell lymphoma', 'lymphoma', 'adult all', 'myeloma', 'myelofibrosis']
33236167	['gastrointestinal stromal tumour', 'sarcoma', 'liposarcoma', 'gastrointestinal', 'lymphoma', 'colorectal cancer', 'rectal cancer']
33311612	['lymphoblastic leukemia', 'myelodysplastic', 'gastrointestinal', 'acute lymphoblastic leukemia', 'adolescents', 'b-all', 'myelodysplastic syndromes', 'myelodysplastic syndrome', 'myeloid leukemia', 'leukemia', 'acute myeloid leukemia', ' aml ']
33010822	['sarcoma']
33236167	['gastric cancer', 'glioma', 'gastrointestinal', 'paraganglioma', 'mucinous adenocarcinoma', 'gastrointestinal stromal tumour', 'metastatic cancer', 'gastric carcinoma']
33311612	['lymphoblastic leukemia', 'multiple myeloma', 'myelodysplastic', 'acute lymphoblastic leukemia', 'myeloid leukemia', 'leukemia', 'adult all', 'acute myeloid leukemia', 'myeloma', 'cutaneous t-cell lymphoma', 'chronic myeloid leukemia', 'myelodysplastic syndrome', ' aml ', 'myelofibrosis', 'lymphoma', 'primary myelofibrosis', 'chronic lymphocytic leukemia', 'diffuse large b-cell lymphoma', 'b-cell lymphoma']
33236167	['sarcoma', 'leiomyosarcomas', 'squamous cell carcinoma', 'breast cancer', 'leiomyosarcoma', 'melanoma', 'undifferentiated pleomorphic sarcoma', 'cutaneous melanoma', 'malignant neoplasm', 'rectal cancer', 'spindle cell carcinoma', 'gastrointestinal stromal tumour', 'squamous carcinoma', 'carcinosarcoma', 'breast carcinoma', 'gastrointestinal', 'gastric adenocarcinoma', 'colorectal cancer', 'esophageal carcinoma', 'gastric cancer', 'gastric carcinoma']
31980631	['neuroblastoma']
33398338	['gastrointestinal']
33311612	['lymphoblastic leukemia', 'sarcoma', 'myeloma', 'acute leukemia', 'multiple myeloma', 'acute lymphoblastic leukemia', 'myeloid leukemia', 'leukemia', 'lymphoma', 'adult all', 'acute myeloid leukemia', 'hodgkin lymphoma', 'non-hodgkin lymphoma', ' aml ']
33236167	['sarcoma', 'hepatocellular carcinoma', 'malignant neoplasm', 'multiple myeloma', 'gastrointestinal', 'cholangiocarcinoma', 'spindle cell carcinoma', 'carcinosarcoma', 'b-cell lymphoma', 'lymphoma', 'marginal zone b-cell lymphoma', 'colorectal cancer', 'rectal cancer', 'myeloma', 'esophageal carcinoma']
33311612	['cutaneous t-cell lymphoma', 'sarcoma', 'myeloma', 'multiple myeloma', 'acute leukemia', 'gastrointestinal', 'germ cell tumor', 'leukemia', 'lymphoma', 'hodgkin lymphoma', 'non-hodgkin lymphoma', 'mycosis fungoides']
29081736	['glioma', 'melanoma', 'medulloblastoma']
33236167	['sarcoma', 'hepatocellular carcinoma', 'hepatic neoplasm', 'cholangiocarcinoma', 'clear cell renal cell carcinoma', 'marginal zone lymphoma', 'primary liver cancer', 'malignant neoplasm', 'intrahepatic cholangiocarcinoma', 'liver cancer', 'b-cell lymphoma', 'malt lymphoma', 'lymphoma', 'melanoma', 'renal cell carcinoma', 'marginal zone b-cell lymphoma', ' aml ']
32635225	['wilms tumor', 'renal cell cancer', 'adolescents', 'kidney cancer', 'pediatric renal cell carcinoma', 'renal cancer', 'tuberous sclerosis', 'lymphoma', 'renal cell carcinoma', ' rcc ']
31810265	['sarcoma', 'squamous cell carcinoma', 'breast cancer', 'bladder cancer', 'melanoma', 'lung cancer', 'ovarian cancer', 'glioma', 'pancreatic tumor', 'lung carcinoma', 'rectal cancer', 'malignant glioma', 'oral cancer', 'pancreatic carcinoma', 'colon cancer', 'neck cancer', 'head and neck squamous cell carcinoma', 'head and neck cancer', 'colorectal cancer', 'pancreatic cancer', 'glioblastoma']
33236167	['hepatocellular carcinoma', 'cholangiocarcinoma', 'pancreatic neoplasm', 'gastrointestinal', 'epidermoid carcinoma', 'neuroendocrine neoplasm', 'occult primary', 'liver cancer', 'pancreatic ductal adenocarcinoma']
33311612	[' cml ', 'gastrointestinal', 'histiocytosis', ' aml ', 'plasmablastic lymphoma', 'lymphoma', 'myelofibrosis']
33236167	['sarcoma', 'pancreatic neoplasm', 'malignant neoplasm', 'medullary carcinoma', 'diffuse large b-cell lymphoma', 'thyroid cancer', 'b-cell lymphoma', 'malt lymphoma', 'lymphoma', 'follicular thyroid carcinoma', 'hodgkin lymphoma', 'non-hodgkin lymphoma', 'medullary thyroid carcinoma']
33311612	['lymphoblastic leukemia', 'acute leukemia', 'chronic myeloid leukemia', 'acute lymphoblastic leukemia', 'myeloid leukemia', 'leukemia', 'lymphoma', 'adult all', 'acute myeloid leukemia', 'hodgkin lymphoma', 'non-hodgkin lymphoma']
33236167	['glioma', 'thyroid neoplasm', 'gastrointestinal', 'paraganglioma', 'follicular carcinoma', 'diffuse large b-cell lymphoma', 'thyroid cancer', 'b-cell lymphoma', 'malt lymphoma', 'lymphoma', 'adrenocortical carcinoma', 'adrenal cortical carcinoma']
33311612	['lymphoblastic leukemia', 'myeloma', 'acute leukemia', 'acute lymphoblastic leukemia', 'myeloid leukemia', ' hl ', 'leukemia', 'lymphoma', 'acute myeloid leukemia', 'acute promyelocytic leukemia']
33236167	['ovarian cancer', 'endometrial carcinoma', 'thyroid neoplasm', 'endometrial cancer', 'follicular carcinoma', 'endometrial ca', 'duct carcinoma', 'medullary thyroid carcinoma', 'pituitary adenoma', 'follicular thyroid carcinoma']
33185187	['hepatocellular carcinoma', 'breast carcinoma', ' rb ', 'breast cancer', 'nsclc', 'epithelial cancer', 'leukemia', 'lymphoma', 'retinoblastoma', 'lung cancer']
33311612	[' cml ', 'acute leukemia', 'multiple myeloma', 'myelodysplastic', ' aml ', 't-cell leukemia', 'adult t-cell leukemia', 'leukemia', 'adult t-cell leukemia/lymphoma', 'lymphoma', 'myelodysplastic syndrome', 'myeloma', 'myelofibrosis', ' cll ']
33236167	['ovarian carcinoma', 'sarcoma', 'leiomyosarcomas', 'malignant neoplasm', 'ductal carcinoma in situ', 'follicular carcinoma', 'endometrial ca', 'breast cancer', 'mammary carcinoma', 'leiomyosarcoma', 'endometrial stromal sarcoma', 'cervical cancer', 'ovarian cancer']
33311612	['acute leukemia', 't-cell leukemia', 'adult t-cell leukemia', 'adult t-cell leukemia/lymphoma', 'leukemia', 'lymphoma', 'myeloma']
33176121	['prostate cancer']
33236167	['ovarian neoplasm', 'nodular melanoma', 'sarcoma', 'adenocarcinoma of cervix', 'squamous cell carcinoma', 'vulvar cancer', 'endometrial carcinoma', 'vulvar squamous cell carcinoma', 'endometrial ca', 'carcinoma of cervix', 'melanoma', 'endometrial hyperplasia', 'serous cystadenoma', 'angiosarcoma']
31980631	['lung carcinoma', 'cervix carcinoma', 'neuroblastoma']
33311612	['myelodysplastic', 'acute leukemia', 'leukemia', 'myeloproliferative neoplasm', 'lymphoma', 'myelodysplastic syndrome', 'myeloma']
33236167	['ovarian neoplasm', 'sarcoma', 'endometrial carcinoma', 'endometrial cancer', 'uterine carcinosarcoma', 'endometrial ca', 'mesothelioma', 'uterine sarcoma', 'carcinosarcoma', 'peritoneal mesothelioma', 'lung carcinoma', 'endometrial hyperplasia']
33217946	['lymphoblastic leukemia', 'acute lymphoblastic leukemia', 'leukemia', 'uveal melanoma', 'melanoma', 'cutaneous melanoma']
33311612	['lymphoblastic leukemia', 'myelodysplastic', 'acute lymphoblastic leukemia', 'myelodysplastic syndrome', 'myeloid leukemia', 'leukemia', 'acute myeloid leukemia']
33217946	['small cell lung cancer', 'melanoma', 'non-small cell lung cancer', 'colorectal cancer', 'rectal cancer', 'lung cancer']
33311612	['lymphoblastic leukemia', 'chronic myelogenous leukemia', ' cml ', 'myelodysplastic', 'acute lymphoblastic leukemia', 'paranasal sinus', 'acute leukemia', 'hodgkin lymphoma', 'multiple myeloma', 'myelodysplastic syndrome', 'myeloid leukemia', 'leukemia', 'lymphoma', 'acute myeloid leukemia', 'myeloma', 'myelogenous leukemia', ' aml ', ' cll ']
33236167	['ovarian neoplasm', 'cervical squamous cell carcinoma', 'endometrial carcinoma', 'endometrial cancer', 'squamous cell carcinoma', 'hemangiopericytoma', 'transitional cell carcinoma', 'endometrial ca', 'tuberous sclerosis', 'cervical adenocarcinoma', 'bladder transitional cell carcinoma', 'endometrial hyperplasia', 'endocervical adenocarcinoma']
33311612	['lymphoblastic leukemia', 'myeloma', 'multiple myeloma', 'myelodysplastic', 'acute lymphoblastic leukemia', 'myelodysplastic syndrome', 'myeloid leukemia', 'leukemia', 'lymphoma', 'acute myeloid leukemia', 'hodgkin lymphoma', ' aml ']
33236167	['sarcoma', 'endometrial carcinoma', 'endometrial cancer', 'adenocarcinoma of the uterine cervix', 'endometrial ca', 'uterine sarcoma', 'diffuse large b-cell lymphoma', 'cervical adenocarcinoma', 'b-cell lymphoma', 'epithelioma', 'lymphoma', 'melanoma', 'malignant melanoma', 'endocervical adenocarcinoma']
33311612	['lymphoblastic leukemia', 'myelodysplastic', 'acute leukemia', 'acute lymphoblastic leukemia', 'multiple myeloma', 'myelodysplastic syndrome', 'myeloid leukemia', 'leukemia', 'lymphoma', 'acute myeloid leukemia', 'myeloma']
33236167	['sarcoma', 'leiomyosarcomas', 'endometrial ca', 'uterine sarcoma', 'renal cancer', 'anaplastic thyroid carcinoma', 'leiomyosarcoma', 'renal cell carcinoma']
33311612	['lymphoblastic leukemia', 'acute leukemia', 'paranasal sinus', 'acute lymphoblastic leukemia', 't acute lymphoblastic leukemia', 'leukemia', 'adult all']
33236167	['ovarian neoplasm', 'sarcoma', 'carcinoma of the endometrium', 'squamous cell carcinoma', 'anaplastic large cell lymphoma', 'hodgkin lymphoma', 'malignant neoplasm', 'endometrial ca', "hodgkin's lymphoma", 'mycosis fungoides', 'liposarcoma', 'carcinoids', 'mucinous adenocarcinoma', 'lymphoma', 'adenocarcinoma of the endometrium', 'breast carcinoma', 'gastrointestinal', 'endometrial adenocarcinoma', 'hematologic malignancy', 'endometrial hyperplasia']
33311612	['lymphoblastic leukemia', 'acute leukemia', 'multiple myeloma', 'acute lymphoblastic leukemia', 'myelodysplastic', 'hodgkin lymphoma', ' aml ', 'leukemia', ' hl ', 'lymphoma', 'burkitt lymphoma', 'myelodysplastic syndrome', 'myeloma', 'primary myelofibrosis', 'myelofibrosis', ' cll ']
33236167	['prostate cancer', 'gastrointestinal', 'angioimmunoblastic t-cell lymphoma', 'histiocytosis', 'lymphocytic leukaemia', 'langerhans cell histiocytosis', 'chronic lymphocytic leukaemia', 'langerhans cell', 'plasmablastic lymphoma', 'lymphoma', 'histiocytosis x', 'hodgkin lymphoma', 'non-hodgkin lymphoma']
33311612	['myelodysplastic', 'gastrointestinal', 'stomach cancer', 'diffuse large b-cell lymphoma', ' hl ', 'thyroid cancer', 'b-cell lymphoma', 'lymphoma', 'myelodysplastic syndrome', 'hodgkin lymphoma', 'non-hodgkin lymphoma', 'oral cancer', 'follicular lymphoma']
33236167	['sarcoma', 'acute lymphoblastic leukaemia', 'acute myeloid leukaemia', 'lymphoblastic leukaemia', 'diffuse large b-cell lymphoma', 'b-cell lymphoma', 'lymphoma', 'primary effusion lymphoma', 'hodgkin lymphoma', 'non-hodgkin lymphoma', 'follicular lymphoma']
33311612	['mantle cell lymphoma', 'diffuse large b-cell lymphoma', ' hl ', 'b-cell lymphoma', 'lymphoma', 'burkitt lymphoma', 'peripheral t-cell lymphoma', 'hodgkin lymphoma', 'non-hodgkin lymphoma', 'follicular lymphoma']
33236167	['sarcoma', 'squamous cell carcinoma', 'multiple myeloma', 'plasmablastic lymphoma', 'cll/sll', 'gastrointestinal tract cancer', 'melanoma', 'myeloma', 'hodgkin lymphoma', 'histiocytic and dendritic cell', "hodgkin's lymphoma", ' aml ', 'chronic lymphocytic leukaemia', 'plasma cell myeloma', 'lymphoma', 'bronchus carcinoma', 'follicular lymphoma', 'skin cancer', 'gastrointestinal', 'lymphocytic leukaemia', ' hl ', 'b-cell lymphoma']
33311612	['mantle cell lymphoma', 'diffuse large b-cell lymphoma', ' hl ', 'b-cell lymphoma', 'hodgkin disease', 'lymphoma', 'peripheral t-cell lymphoma', 'hodgkin lymphoma', 'non-hodgkin lymphoma', 'follicular lymphoma']
33236167	['sarcoma', 'ewing sarcoma', 'squamous cell carcinoma', 'histiocytic and dendritic cell', 'adenoid cystic carcinoma', 'oral squamous cell carcinoma', 'lymphocytic leukaemia', 'chronic lymphocytic leukaemia', 'cll/sll', 'b-cell lymphoma', 'lymphoma', ' cll ', 'follicular lymphoma', 'oral cancer']
33311612	['sarcoma', 'histiocytic and dendritic cell', 'mantle cell lymphoma', 'anaplastic large cell lymphoma', 'primary cns lymphoma', 'b-cell lymphoma', 'lymphoma', 'hodgkin lymphoma', 'non-hodgkin lymphoma', 'mycosis fungoides']
33236167	['sarcoma', 'squamous carcinoma', 'adenoid cystic carcinoma', 'malignant neoplasm', 'paranasal sinus', 'squamous cell carcinoma', 'sinonasal undifferentiated carcinoma', 'neuroblastoma', 'carcinosarcoma', 'hemangiosarcoma', 'epithelioma', 'melanoma', 'angiosarcoma']
33311612	['lymphoblastic leukemia', 'myelodysplastic', 'acute lymphoblastic leukemia', 'plasmablastic lymphoma', 'myeloid leukemia', 'leukemia', 'acute myeloid leukemia', 'hodgkin lymphoma', 'b-all', 'chronic leukemia', 'myelodysplastic syndrome', 'myelofibrosis', ' aml ', 'histiocytosis', 'lymphoma', 'gastrointestinal', 'myelodysplastic syndromes', 'diffuse large b-cell lymphoma', ' hl ', 'b-cell lymphoma', 'burkitt lymphoma', 'non-hodgkin lymphoma']
33236167	['thymic carcinoma', 'sarcoma', 'breast carcinoma', 'squamous cell carcinoma', 'adenoid cystic carcinoma', 'osteosarcoma', 'thyroid cancer', 'epithelioma', 'lymphoma', 'epidermoid carcinoma']
33311612	['lymphoblastic leukemia', 'acute lymphoblastic leukaemia', 'acute lymphoblastic leukemia', 'histiocytosis', 'b-all', 'acute myeloid leukaemia', 'lymphoblastic leukaemia', 'leukemia', 'lymphoma', 'b-lymphoblastic leukemia/lymphoma', ' aml ']
32635225	['wilms tumor', 'malignant tumor', 'adolescents', 'pediatric renal cell carcinoma', 'chromophobe renal cell carcinoma', 'blood cancer', 'renal cell carcinoma', 'papillary renal cell carcinoma', 'renal carcinoma']
33311612	['lymphoblastic leukemia', 'b-cell acute lymphoblastic leukemia', 'acute lymphoblastic leukemia', 'b-all', 'myeloid leukemia', 'leukemia', 'lymphoma', 'acute myeloid leukemia', 'b-lymphoblastic leukemia/lymphoma', ' aml ']
33236167	['sarcoma', 'malignant neoplasm', 'squamous cell carcinoma', 'adenoid cystic carcinoma', 'osteosarcoma', 'melanoma', 'epidermoid carcinoma', 'malignant melanoma']
